"","State_Full","Area_Name","POP_ESTIMATE_2019","POP_ESTIMATE_2018"
"1925","North Carolina","North Carolina","10488084","10381615"
"1926","North Carolina","Alamance","169509","166514"
"1927","North Carolina","Alexander","37497","37331"
"1928","North Carolina","Alleghany","11137","11138"
"1929","North Carolina","Anson","24446","24470"
"1930","North Carolina","Ashe","27203","27099"
"1931","North Carolina","Avery","17557","17528"
"1932","North Carolina","Beaufort","46994","47056"
"1933","North Carolina","Bertie","18947","19106"
"1934","North Carolina","Bladen","32722","33151"
"1935","North Carolina","Brunswick","142820","136880"
"1936","North Carolina","Buncombe","261191","259259"
"1937","North Carolina","Burke","90485","90405"
"1938","North Carolina","Cabarrus","216453","211597"
"1939","North Carolina","Caldwell","82178","82026"
"1940","North Carolina","Camden","10867","10676"
"1941","North Carolina","Carteret","69473","69438"
"1942","North Carolina","Caswell","22604","22634"
"1943","North Carolina","Catawba","159551","158687"
"1944","North Carolina","Chatham","74470","73127"
"1945","North Carolina","Cherokee","28612","28369"
"1946","North Carolina","Chowan","13943","14065"
"1947","North Carolina","Clay","11231","11124"
"1948","North Carolina","Cleveland","97947","97519"
"1949","North Carolina","Columbus","55508","55819"
"1950","North Carolina","Craven","102139","102338"
"1951","North Carolina","Cumberland","335509","333430"
"1952","North Carolina","Currituck","27763","27016"
"1953","North Carolina","Dare","37009","36607"
"1954","North Carolina","Davidson","167609","166358"
"1955","North Carolina","Davie","42846","42563"
"1956","North Carolina","Duplin","58741","58991"
"1957","North Carolina","Durham","321488","316979"
"1958","North Carolina","Edgecombe","51472","51984"
"1959","North Carolina","Forsyth","382295","379216"
"1960","North Carolina","Franklin","69685","67625"
"1961","North Carolina","Gaston","224529","222630"
"1962","North Carolina","Gates","11562","11563"
"1963","North Carolina","Graham","8441","8461"
"1964","North Carolina","Granville","60443","59979"
"1965","North Carolina","Greene","21069","21106"
"1966","North Carolina","Guilford","537174","532607"
"1967","North Carolina","Halifax","50010","50634"
"1968","North Carolina","Harnett","135976","134336"
"1969","North Carolina","Haywood","62317","61890"
"1970","North Carolina","Henderson","117417","116500"
"1971","North Carolina","Hertford","23677","23878"
"1972","North Carolina","Hoke","55234","54695"
"1973","North Carolina","Hyde","4937","5026"
"1974","North Carolina","Iredell","181806","178332"
"1975","North Carolina","Jackson","43938","43600"
"1976","North Carolina","Johnston","209339","202692"
"1977","North Carolina","Jones","9419","9613"
"1978","North Carolina","Lee","61779","61208"
"1979","North Carolina","Lenoir","55949","55990"
"1980","North Carolina","Lincoln","86111","84092"
"1981","North Carolina","McDowell","45756","45465"
"1982","North Carolina","Macon","35858","35274"
"1983","North Carolina","Madison","21755","21665"
"1984","North Carolina","Martin","22440","22660"
"1985","North Carolina","Mecklenburg","1110356","1093750"
"1986","North Carolina","Mitchell","14964","14996"
"1987","North Carolina","Montgomery","27173","27077"
"1988","North Carolina","Moore","100880","98805"
"1989","North Carolina","Nash","94298","94094"
"1990","North Carolina","New Hanover","234473","232256"
"1991","North Carolina","Northampton","19483","19698"
"1992","North Carolina","Onslow","197938","196915"
"1993","North Carolina","Orange","148476","147980"
"1994","North Carolina","Pamlico","12726","12633"
"1995","North Carolina","Pasquotank","39824","39583"
"1996","North Carolina","Pender","63060","62017"
"1997","North Carolina","Perquimans","13463","13381"
"1998","North Carolina","Person","39490","39436"
"1999","North Carolina","Pitt","180742","179575"
"2000","North Carolina","Polk","20724","20668"
"2001","North Carolina","Randolph","143667","143249"
"2002","North Carolina","Richmond","44829","44888"
"2003","North Carolina","Robeson","130625","131884"
"2004","North Carolina","Rockingham","91010","90617"
"2005","North Carolina","Rowan","142088","141128"
"2006","North Carolina","Rutherford","67029","66775"
"2007","North Carolina","Sampson","63531","63345"
"2008","North Carolina","Scotland","34823","34751"
"2009","North Carolina","Stanly","62806","62180"
"2010","North Carolina","Stokes","45591","45511"
"2011","North Carolina","Surry","71783","71959"
"2012","North Carolina","Swain","14271","14249"
"2013","North Carolina","Transylvania","34385","34173"
"2014","North Carolina","Tyrrell","4016","4115"
"2015","North Carolina","Union","239859","235830"
"2016","North Carolina","Vance","44535","44635"
"2017","North Carolina","Wake","1111761","1091273"
"2018","North Carolina","Warren","19731","19819"
"2019","North Carolina","Washington","11580","11769"
"2020","North Carolina","Watauga","56177","56034"
"2021","North Carolina","Wayne","123131","123237"
"2022","North Carolina","Wilkes","68412","68563"
"2023","North Carolina","Wilson","81801","81392"
"2024","North Carolina","Yadkin","37667","37481"
"2025","North Carolina","Yancey","18069","17873"
"2026","North Dakota","North Dakota","762062","758080"
"2027","North Dakota","Adams","2216","2276"
"2028","North Dakota","Barnes","10415","10527"
"2029","North Dakota","Benson","6832","6958"
"2030","North Dakota","Billings","928","918"
"2031","North Dakota","Bottineau","6282","6398"
"2032","North Dakota","Bowman","3024","3067"
"2033","North Dakota","Burke","2115","2094"
"2034","North Dakota","Burleigh","95626","95276"
"2035","North Dakota","Cass","181923","180294"
"2036","North Dakota","Cavalier","3762","3811"
"2037","North Dakota","Dickey","4872","4931"
"2038","North Dakota","Divide","2264","2264"
"2039","North Dakota","Dunn","4424","4328"
"2040","North Dakota","Eddy","2287","2309"
"2041","North Dakota","Emmons","3241","3278"
"2042","North Dakota","Foster","3210","3207"
"2043","North Dakota","Golden Valley","1761","1763"
"2044","North Dakota","Grand Forks","69451","70355"
"2045","North Dakota","Grant","2274","2354"
"2046","North Dakota","Griggs","2231","2228"
"2047","North Dakota","Hettinger","2499","2503"
"2048","North Dakota","Kidder","2480","2453"
"2049","North Dakota","LaMoure","4046","4075"
"2050","North Dakota","Logan","1850","1887"
"2051","North Dakota","McHenry","5745","5808"
"2052","North Dakota","McIntosh","2497","2566"
"2053","North Dakota","McKenzie","15024","13594"
"2054","North Dakota","McLean","9450","9529"
"2055","North Dakota","Mercer","8187","8266"
"2056","North Dakota","Morton","31364","31058"
"2057","North Dakota","Mountrail","10545","10239"
"2058","North Dakota","Nelson","2879","2885"
"2059","North Dakota","Oliver","1959","1945"
"2060","North Dakota","Pembina","6801","6895"
"2061","North Dakota","Pierce","3975","4070"
"2062","North Dakota","Ramsey","11519","11580"
"2063","North Dakota","Ransom","5218","5224"
"2064","North Dakota","Renville","2327","2358"
"2065","North Dakota","Richland","16177","16229"
"2066","North Dakota","Rolette","14176","14349"
"2067","North Dakota","Sargent","3898","3851"
"2068","North Dakota","Sheridan","1315","1342"
"2069","North Dakota","Sioux","4230","4377"
"2070","North Dakota","Slope","750","761"
"2071","North Dakota","Stark","31489","30893"
"2072","North Dakota","Steele","1890","1892"
"2073","North Dakota","Stutsman","20704","20875"
"2074","North Dakota","Towner","2189","2185"
"2075","North Dakota","Traill","8036","8020"
"2076","North Dakota","Walsh","10641","10645"
"2077","North Dakota","Ward","67641","67713"
"2078","North Dakota","Wells","3834","3908"
"2079","North Dakota","Williams","37589","35469"
"2080","Ohio","Ohio","11689100","11676341"
"2081","Ohio","Adams","27698","27694"
"2082","Ohio","Allen","102351","102725"
"2083","Ohio","Ashland","53484","53706"
"2084","Ohio","Ashtabula","97241","97587"
"2085","Ohio","Athens","65327","65519"
"2086","Ohio","Auglaize","45656","45736"
"2087","Ohio","Belmont","67006","67533"
"2088","Ohio","Brown","43432","43570"
"2089","Ohio","Butler","383134","382000"
"2090","Ohio","Carroll","26914","27082"
"2091","Ohio","Champaign","38885","38785"
"2092","Ohio","Clark","134083","134528"
"2093","Ohio","Clermont","206428","205526"
"2094","Ohio","Clinton","41968","42085"
"2095","Ohio","Columbiana","101883","102473"
"2096","Ohio","Coshocton","36600","36596"
"2097","Ohio","Crawford","41494","41484"
"2098","Ohio","Cuyahoga","1235072","1241718"
"2099","Ohio","Darke","51113","51299"
"2100","Ohio","Defiance","38087","38089"
"2101","Ohio","Delaware","209177","205091"
"2102","Ohio","Erie","74266","74513"
"2103","Ohio","Fairfield","157574","155982"
"2104","Ohio","Fayette","28525","28653"
"2105","Ohio","Franklin","1316756","1307698"
"2106","Ohio","Fulton","42126","42267"
"2107","Ohio","Gallia","29898","29945"
"2108","Ohio","Geauga","93649","93945"
"2109","Ohio","Greene","168937","167446"
"2110","Ohio","Guernsey","38875","39011"
"2111","Ohio","Hamilton","817473","815445"
"2112","Ohio","Hancock","75783","75920"
"2113","Ohio","Hardin","31365","31418"
"2114","Ohio","Harrison","15040","15167"
"2115","Ohio","Henry","27006","27091"
"2116","Ohio","Highland","43161","43052"
"2117","Ohio","Hocking","28264","28357"
"2118","Ohio","Holmes","43960","43919"
"2119","Ohio","Huron","58266","58364"
"2120","Ohio","Jackson","32413","32366"
"2121","Ohio","Jefferson","65325","65774"
"2122","Ohio","Knox","62322","61900"
"2123","Ohio","Lake","230149","230102"
"2124","Ohio","Lawrence","59463","59767"
"2125","Ohio","Licking","176862","175666"
"2126","Ohio","Logan","45672","45332"
"2127","Ohio","Lorain","309833","309052"
"2128","Ohio","Lucas","428348","429612"
"2129","Ohio","Madison","44731","44389"
"2130","Ohio","Mahoning","228683","229216"
"2131","Ohio","Marion","65093","65427"
"2132","Ohio","Medina","179746","178978"
"2133","Ohio","Meigs","22907","23064"
"2134","Ohio","Mercer","41172","40952"
"2135","Ohio","Miami","106987","106042"
"2136","Ohio","Monroe","13654","13787"
"2137","Ohio","Montgomery","531687","531600"
"2138","Ohio","Morgan","14508","14581"
"2139","Ohio","Morrow","35328","35113"
"2140","Ohio","Muskingum","86215","86131"
"2141","Ohio","Noble","14424","14347"
"2142","Ohio","Ottawa","40525","40769"
"2143","Ohio","Paulding","18672","18742"
"2144","Ohio","Perry","36134","36039"
"2145","Ohio","Pickaway","58457","58077"
"2146","Ohio","Pike","27772","27932"
"2147","Ohio","Portage","162466","162502"
"2148","Ohio","Preble","40882","41011"
"2149","Ohio","Putnam","33861","33802"
"2150","Ohio","Richland","121154","120987"
"2151","Ohio","Ross","76666","76884"
"2152","Ohio","Sandusky","58518","58740"
"2153","Ohio","Scioto","75314","75480"
"2154","Ohio","Seneca","55178","55194"
"2155","Ohio","Shelby","48590","48622"
"2156","Ohio","Stark","370606","371248"
"2157","Ohio","Summit","541013","541353"
"2158","Ohio","Trumbull","197974","198539"
"2159","Ohio","Tuscarawas","91987","92079"
"2160","Ohio","Union","58988","57782"
"2161","Ohio","Van Wert","28275","28253"
"2162","Ohio","Vinton","13085","13145"
"2163","Ohio","Warren","234602","231945"
"2164","Ohio","Washington","59911","60111"
"2165","Ohio","Wayne","115710","115790"
"2166","Ohio","Williams","36692","36739"
"2167","Ohio","Wood","130817","130441"
"2168","Ohio","Wyandot","21772","21918"
"2169","Oklahoma","Oklahoma","3956971","3940235"
"2170","Oklahoma","Adair","22194","22224"
"2171","Oklahoma","Alfalfa","5702","5765"
"2172","Oklahoma","Atoka","13758","13795"
"2173","Oklahoma","Beaver","5311","5318"
"2174","Oklahoma","Beckham","21859","21720"
"2175","Oklahoma","Blaine","9429","9454"
"2176","Oklahoma","Bryan","47995","47191"
"2177","Oklahoma","Caddo","28762","29028"
"2178","Oklahoma","Canadian","148306","144426"
"2179","Oklahoma","Carter","48111","48213"
"2180","Oklahoma","Cherokee","48657","48607"
"2181","Oklahoma","Choctaw","14672","14698"
"2182","Oklahoma","Cimarron","2137","2165"
"2183","Oklahoma","Cleveland","284014","281166"
"2184","Oklahoma","Coal","5495","5520"
"2185","Oklahoma","Comanche","120749","120528"
"2186","Oklahoma","Cotton","5666","5820"
"2187","Oklahoma","Craig","14142","14300"
"2188","Oklahoma","Creek","71522","71730"
"2189","Oklahoma","Custer","29003","28995"
"2190","Oklahoma","Delaware","43009","42814"
"2191","Oklahoma","Dewey","4891","4931"
"2192","Oklahoma","Ellis","3859","3939"
"2193","Oklahoma","Garfield","61056","61095"
"2194","Oklahoma","Garvin","27711","27746"
"2195","Oklahoma","Grady","55834","55448"
"2196","Oklahoma","Grant","4333","4321"
"2197","Oklahoma","Greer","5712","5814"
"2198","Oklahoma","Harmon","2653","2691"
"2199","Oklahoma","Harper","3688","3727"
"2200","Oklahoma","Haskell","12627","12636"
"2201","Oklahoma","Hughes","13279","13305"
"2202","Oklahoma","Jackson","24530","24775"
"2203","Oklahoma","Jefferson","6002","6106"
"2204","Oklahoma","Johnston","11085","11020"
"2205","Oklahoma","Kay","43538","43944"
"2206","Oklahoma","Kingfisher","15765","15814"
"2207","Oklahoma","Kiowa","8708","8732"
"2208","Oklahoma","Latimer","10073","10175"
"2209","Oklahoma","Le Flore","49853","50093"
"2210","Oklahoma","Lincoln","34877","34837"
"2211","Oklahoma","Logan","48011","47248"
"2212","Oklahoma","Love","10253","10156"
"2213","Oklahoma","McClain","40474","39887"
"2214","Oklahoma","McCurtain","32832","32967"
"2215","Oklahoma","McIntosh","19596","19745"
"2216","Oklahoma","Major","7629","7627"
"2217","Oklahoma","Marshall","16931","16727"
"2218","Oklahoma","Mayes","41100","41210"
"2219","Oklahoma","Murray","14073","13968"
"2220","Oklahoma","Muskogee","67997","68324"
"2221","Oklahoma","Noble","11131","11279"
"2222","Oklahoma","Nowata","10076","10278"
"2223","Oklahoma","Okfuskee","11993","12081"
"2224","Oklahoma","Oklahoma","797434","790593"
"2225","Oklahoma","Okmulgee","38465","38321"
"2226","Oklahoma","Osage","46963","47121"
"2227","Oklahoma","Ottawa","31127","31319"
"2228","Oklahoma","Pawnee","16376","16356"
"2229","Oklahoma","Payne","81784","82172"
"2230","Oklahoma","Pittsburg","43654","43870"
"2231","Oklahoma","Pontotoc","38284","38272"
"2232","Oklahoma","Pottawatomie","72592","72513"
"2233","Oklahoma","Pushmataha","11096","11192"
"2234","Oklahoma","Roger Mills","3583","3646"
"2235","Oklahoma","Rogers","92459","91801"
"2236","Oklahoma","Seminole","24258","24520"
"2237","Oklahoma","Sequoyah","41569","41585"
"2238","Oklahoma","Stephens","43143","43179"
"2239","Oklahoma","Texas","19983","20491"
"2240","Oklahoma","Tillman","7250","7323"
"2241","Oklahoma","Tulsa","651552","647683"
"2242","Oklahoma","Wagoner","81289","80123"
"2243","Oklahoma","Washington","51527","51791"
"2244","Oklahoma","Washita","10916","11036"
"2245","Oklahoma","Woods","8793","8893"
"2246","Oklahoma","Woodward","20211","20312"
"2247","Oregon","Oregon","4217737","4181886"
"2248","Oregon","Baker","16124","16034"
"2249","Oregon","Benton","93053","92442"
"2250","Oregon","Clackamas","418187","415416"
"2251","Oregon","Clatsop","40224","39711"
"2252","Oregon","Columbia","52354","52245"
"2253","Oregon","Coos","64487","64272"
"2254","Oregon","Crook","24404","23825"
"2255","Oregon","Curry","22925","22795"
"2256","Oregon","Deschutes","197692","191905"
"2257","Oregon","Douglas","110980","110114"
"2258","Oregon","Gilliam","1912","1893"
"2259","Oregon","Grant","7199","7185"
"2260","Oregon","Harney","7393","7292"
"2261","Oregon","Hood River","23382","23267"
"2262","Oregon","Jackson","220944","219411"
"2263","Oregon","Jefferson","24658","24150"
"2264","Oregon","Josephine","87487","87150"
"2265","Oregon","Klamath","68238","67687"
"2266","Oregon","Lake","7869","7835"
"2267","Oregon","Lane","382067","378549"
"2268","Oregon","Lincoln","49962","49224"
"2269","Oregon","Linn","129749","127451"
"2270","Oregon","Malheur","30571","30553"
"2271","Oregon","Marion","347818","345412"
"2272","Oregon","Morrow","11603","11360"
"2273","Oregon","Multnomah","812855","809072"
"2274","Oregon","Polk","86085","84992"
"2275","Oregon","Sherman","1780","1700"
"2276","Oregon","Tillamook","27036","26710"
"2277","Oregon","Umatilla","77950","77421"
"2278","Oregon","Union","26835","26701"
"2279","Oregon","Wallowa","7208","7058"
"2280","Oregon","Wasco","26682","26432"
"2281","Oregon","Washington","601592","596904"
"2282","Oregon","Wheeler","1332","1351"
"2283","Oregon","Yamhill","107100","106367"
"2284","Pennsylvania","Pennsylvania","12801989","12800922"
"2285","Pennsylvania","Adams","103009","103062"
"2286","Pennsylvania","Allegheny","1216045","1217281"
"2287","Pennsylvania","Armstrong","64735","65352"
"2288","Pennsylvania","Beaver","163929","164582"
"2289","Pennsylvania","Bedford","47888","48094"
"2290","Pennsylvania","Berks","421164","420529"
"2291","Pennsylvania","Blair","121829","122503"
"2292","Pennsylvania","Bradford","60323","60794"
"2293","Pennsylvania","Bucks","628270","627812"
"2294","Pennsylvania","Butler","187853","187638"
"2295","Pennsylvania","Cambria","130192","131449"
"2296","Pennsylvania","Cameron","4447","4501"
"2297","Pennsylvania","Carbon","64182","64175"
"2298","Pennsylvania","Centre","162385","162601"
"2299","Pennsylvania","Chester","524989","522086"
"2300","Pennsylvania","Clarion","38438","38672"
"2301","Pennsylvania","Clearfield","79255","79572"
"2302","Pennsylvania","Clinton","38632","38696"
"2303","Pennsylvania","Columbia","64964","65215"
"2304","Pennsylvania","Crawford","84629","85110"
"2305","Pennsylvania","Cumberland","253370","251131"
"2306","Pennsylvania","Dauphin","278299","276864"
"2307","Pennsylvania","Delaware","566747","565231"
"2308","Pennsylvania","Elk","29910","30110"
"2309","Pennsylvania","Erie","269728","271544"
"2310","Pennsylvania","Fayette","129274","130323"
"2311","Pennsylvania","Forest","7247","7284"
"2312","Pennsylvania","Franklin","155027","154579"
"2313","Pennsylvania","Fulton","14530","14525"
"2314","Pennsylvania","Greene","36233","36661"
"2315","Pennsylvania","Huntingdon","45144","45395"
"2316","Pennsylvania","Indiana","84073","84441"
"2317","Pennsylvania","Jefferson","43425","43614"
"2318","Pennsylvania","Juniata","24763","24718"
"2319","Pennsylvania","Lackawanna","209674","210269"
"2320","Pennsylvania","Lancaster","545724","543969"
"2321","Pennsylvania","Lawrence","85512","86128"
"2322","Pennsylvania","Lebanon","141793","141339"
"2323","Pennsylvania","Lehigh","369318","368359"
"2324","Pennsylvania","Luzerne","317417","317859"
"2325","Pennsylvania","Lycoming","113299","113866"
"2326","Pennsylvania","McKean","40625","40950"
"2327","Pennsylvania","Mercer","109424","110471"
"2328","Pennsylvania","Mifflin","46138","46211"
"2329","Pennsylvania","Monroe","170271","169294"
"2330","Pennsylvania","Montgomery","830915","826924"
"2331","Pennsylvania","Montour","18230","18240"
"2332","Pennsylvania","Northampton","305285","304564"
"2333","Pennsylvania","Northumberland","90843","91080"
"2334","Pennsylvania","Perry","46272","46154"
"2335","Pennsylvania","Philadelphia","1584064","1583592"
"2336","Pennsylvania","Pike","55809","55780"
"2337","Pennsylvania","Potter","16526","16623"
"2338","Pennsylvania","Schuylkill","141359","141815"
"2339","Pennsylvania","Snyder","40372","40518"
"2340","Pennsylvania","Somerset","73447","73872"
"2341","Pennsylvania","Sullivan","6066","6076"
"2342","Pennsylvania","Susquehanna","40328","40560"
"2343","Pennsylvania","Tioga","40591","40690"
"2344","Pennsylvania","Union","44923","45017"
"2345","Pennsylvania","Venango","50668","51201"
"2346","Pennsylvania","Warren","39191","39551"
"2347","Pennsylvania","Washington","206865","207018"
"2348","Pennsylvania","Wayne","51361","51395"
"2349","Pennsylvania","Westmoreland","348899","350459"
"2350","Pennsylvania","Wyoming","26794","27087"
"2351","Pennsylvania","York","449058","447847"
"2352","Rhode Island","Rhode Island","1059361","1058287"
"2353","Rhode Island","Bristol","48479","48637"
"2354","Rhode Island","Kent","164292","164053"
"2355","Rhode Island","Newport","82082","82547"
"2356","Rhode Island","Providence","638931","636953"
"2357","Rhode Island","Washington","125577","126097"
"2358","South Carolina","South Carolina","5148714","5084156"
"2359","South Carolina","Abbeville","24527","24587"
"2360","South Carolina","Aiken","170872","169449"
"2361","South Carolina","Allendale","8688","8924"
"2362","South Carolina","Anderson","202558","200292"
"2363","South Carolina","Bamberg","14066","14272"
"2364","South Carolina","Barnwell","20866","21121"
"2365","South Carolina","Beaufort","192122","188876"
"2366","South Carolina","Berkeley","227907","221182"
"2367","South Carolina","Calhoun","14553","14563"
"2368","South Carolina","Charleston","411406","406222"
"2369","South Carolina","Cherokee","57300","57069"
"2370","South Carolina","Chester","32244","32304"
"2371","South Carolina","Chesterfield","45650","45881"
"2372","South Carolina","Clarendon","33745","33742"
"2373","South Carolina","Colleton","37677","37676"
"2374","South Carolina","Darlington","66618","66759"
"2375","South Carolina","Dillon","30479","30612"
"2376","South Carolina","Dorchester","162809","160718"
"2377","South Carolina","Edgefield","27260","27132"
"2378","South Carolina","Fairfield","22347","22376"
"2379","South Carolina","Florence","138293","138277"
"2380","South Carolina","Georgetown","62680","62232"
"2381","South Carolina","Greenville","523542","514621"
"2382","South Carolina","Greenwood","70811","70597"
"2383","South Carolina","Hampton","19222","19348"
"2384","South Carolina","Horry","354081","344105"
"2385","South Carolina","Jasper","30073","29147"
"2386","South Carolina","Kershaw","66551","65802"
"2387","South Carolina","Lancaster","98012","95035"
"2388","South Carolina","Laurens","67493","66890"
"2389","South Carolina","Lee","16828","17294"
"2390","South Carolina","Lexington","298750","294350"
"2391","South Carolina","McCormick","9463","9408"
"2392","South Carolina","Marion","30657","31056"
"2393","South Carolina","Marlboro","26118","26392"
"2394","South Carolina","Newberry","38440","38443"
"2395","South Carolina","Oconee","79546","78307"
"2396","South Carolina","Orangeburg","86175","87013"
"2397","South Carolina","Pickens","126884","125225"
"2398","South Carolina","Richland","415759","414202"
"2399","South Carolina","Saluda","20473","20397"
"2400","South Carolina","Spartanburg","319785","314137"
"2401","South Carolina","Sumter","106721","106409"
"2402","South Carolina","Union","27316","27324"
"2403","South Carolina","Williamsburg","30368","30606"
"2404","South Carolina","York","280979","273782"
"2405","South Dakota","South Dakota","884659","878698"
"2406","South Dakota","Aurora","2751","2785"
"2407","South Dakota","Beadle","18453","18423"
"2408","South Dakota","Bennett","3365","3473"
"2409","South Dakota","Bon Homme","6901","6910"
"2410","South Dakota","Brookings","35077","35077"
"2411","South Dakota","Brown","38839","39145"
"2412","South Dakota","Brule","5297","5230"
"2413","South Dakota","Buffalo","1962","2027"
"2414","South Dakota","Butte","10429","10253"
"2415","South Dakota","Campbell","1376","1366"
"2416","South Dakota","Charles Mix","9292","9331"
"2417","South Dakota","Clark","3736","3726"
"2418","South Dakota","Clay","14070","13983"
"2419","South Dakota","Codington","28009","28033"
"2420","South Dakota","Corson","4086","4178"
"2421","South Dakota","Custer","8972","8812"
"2422","South Dakota","Davison","19775","19784"
"2423","South Dakota","Day","5424","5507"
"2424","South Dakota","Deuel","4351","4352"
"2425","South Dakota","Dewey","5892","5925"
"2426","South Dakota","Douglas","2921","2926"
"2427","South Dakota","Edmunds","3829","3866"
"2428","South Dakota","Fall River","6713","6740"
"2429","South Dakota","Faulk","2299","2315"
"2430","South Dakota","Grant","7052","7103"
"2431","South Dakota","Gregory","4185","4189"
"2432","South Dakota","Haakon","1899","1902"
"2433","South Dakota","Hamlin","6164","6070"
"2434","South Dakota","Hand","3191","3240"
"2435","South Dakota","Hanson","3453","3364"
"2436","South Dakota","Harding","1298","1252"
"2437","South Dakota","Hughes","17526","17683"
"2438","South Dakota","Hutchinson","7291","7306"
"2439","South Dakota","Hyde","1301","1271"
"2440","South Dakota","Jackson","3344","3278"
"2441","South Dakota","Jerauld","2013","2026"
"2442","South Dakota","Jones","903","928"
"2443","South Dakota","Kingsbury","4939","4926"
"2444","South Dakota","Lake","12797","13055"
"2445","South Dakota","Lawrence","25844","25727"
"2446","South Dakota","Lincoln","61128","58795"
"2447","South Dakota","Lyman","3781","3804"
"2448","South Dakota","McCook","5586","5601"
"2449","South Dakota","McPherson","2379","2401"
"2450","South Dakota","Marshall","4935","4921"
"2451","South Dakota","Meade","28332","28204"
"2452","South Dakota","Mellette","2061","2034"
"2453","South Dakota","Miner","2216","2204"
"2454","South Dakota","Minnehaha","193134","190992"
"2455","South Dakota","Moody","6576","6502"
"2456","South Dakota","Oglala Lakota","14177","14331"
"2457","South Dakota","Pennington","113775","111950"
"2458","South Dakota","Perkins","2865","2908"
"2459","South Dakota","Potter","2153","2206"
"2460","South Dakota","Roberts","10394","10376"
"2461","South Dakota","Sanborn","2344","2396"
"2462","South Dakota","Spink","6376","6484"
"2463","South Dakota","Stanley","3098","3017"
"2464","South Dakota","Sully","1391","1377"
"2465","South Dakota","Todd","10177","10245"
"2466","South Dakota","Tripp","5441","5491"
"2467","South Dakota","Turner","8384","8422"
"2468","South Dakota","Union","15932","15570"
"2469","South Dakota","Walworth","5435","5477"
"2470","South Dakota","Yankton","22814","22759"
"2471","South Dakota","Ziebach","2756","2744"
"2472","Tennessee","Tennessee","6829174","6771631"
"2473","Tennessee","Anderson","76978","76287"
"2474","Tennessee","Bedford","49713","49146"
"2475","Tennessee","Benton","16160","16246"
"2476","Tennessee","Bledsoe","15064","14883"
"2477","Tennessee","Blount","133088","131331"
"2478","Tennessee","Bradley","108110","107050"
"2479","Tennessee","Campbell","39842","39795"
"2480","Tennessee","Cannon","14678","14440"
"2481","Tennessee","Carroll","27767","27975"
"2482","Tennessee","Carter","56391","56417"
"2483","Tennessee","Cheatham","40667","40502"
"2484","Tennessee","Chester","17297","17245"
"2485","Tennessee","Claiborne","31959","31850"
"2486","Tennessee","Clay","7615","7677"
"2487","Tennessee","Cocke","36004","35858"
"2488","Tennessee","Coffee","56520","55877"
"2489","Tennessee","Crockett","14230","14296"
"2490","Tennessee","Cumberland","60520","59738"
"2491","Tennessee","Davidson","694144","690516"
"2492","Tennessee","Decatur","11663","11699"
"2493","Tennessee","DeKalb","20490","20133"
"2494","Tennessee","Dickson","53948","53446"
"2495","Tennessee","Dyer","37159","37286"
"2496","Tennessee","Fayette","41133","40556"
"2497","Tennessee","Fentress","18523","18322"
"2498","Tennessee","Franklin","42208","41935"
"2499","Tennessee","Gibson","49133","49171"
"2500","Tennessee","Giles","29464","29446"
"2501","Tennessee","Grainger","23320","23137"
"2502","Tennessee","Greene","69069","69164"
"2503","Tennessee","Grundy","13427","13348"
"2504","Tennessee","Hamblen","64934","64629"
"2505","Tennessee","Hamilton","367804","364293"
"2506","Tennessee","Hancock","6620","6561"
"2507","Tennessee","Hardeman","25050","25276"
"2508","Tennessee","Hardin","25652","25693"
"2509","Tennessee","Hawkins","56786","56713"
"2510","Tennessee","Haywood","17304","17347"
"2511","Tennessee","Henderson","28117","27983"
"2512","Tennessee","Henry","32345","32336"
"2513","Tennessee","Hickman","25178","25007"
"2514","Tennessee","Houston","8201","8234"
"2515","Tennessee","Humphreys","18582","18551"
"2516","Tennessee","Jackson","11786","11777"
"2517","Tennessee","Jefferson","54495","54012"
"2518","Tennessee","Johnson","17788","17774"
"2519","Tennessee","Knox","470313","466258"
"2520","Tennessee","Lake","7016","7407"
"2521","Tennessee","Lauderdale","25633","25997"
"2522","Tennessee","Lawrence","44142","43771"
"2523","Tennessee","Lewis","12268","12074"
"2524","Tennessee","Lincoln","34366","34189"
"2525","Tennessee","Loudon","54068","53082"
"2526","Tennessee","McMinn","53794","53336"
"2527","Tennessee","McNairy","25694","25830"
"2528","Tennessee","Macon","24602","24289"
"2529","Tennessee","Madison","97984","97603"
"2530","Tennessee","Marion","28907","28598"
"2531","Tennessee","Marshall","34375","33806"
"2532","Tennessee","Maury","96387","94273"
"2533","Tennessee","Meigs","12422","12297"
"2534","Tennessee","Monroe","46545","46269"
"2535","Tennessee","Montgomery","208993","205312"
"2536","Tennessee","Moore","6488","6457"
"2537","Tennessee","Morgan","21403","21534"
"2538","Tennessee","Obion","30069","30274"
"2539","Tennessee","Overton","22241","22068"
"2540","Tennessee","Perry","8076","8050"
"2541","Tennessee","Pickett","5048","5053"
"2542","Tennessee","Polk","16832","16918"
"2543","Tennessee","Putnam","80245","78631"
"2544","Tennessee","Rhea","33167","32911"
"2545","Tennessee","Roane","53382","53258"
"2546","Tennessee","Robertson","71813","71179"
"2547","Tennessee","Rutherford","332285","324647"
"2548","Tennessee","Scott","22068","22028"
"2549","Tennessee","Sequatchie","15026","14891"
"2550","Tennessee","Sevier","98250","97895"
"2551","Tennessee","Shelby","937166","936365"
"2552","Tennessee","Smith","20157","19979"
