"","State_Full","Area_Name","POP_ESTIMATE_2019","POP_ESTIMATE_2018"
"1274","Michigan","Clinton","79595","79219"
"1275","Michigan","Crawford","14029","13905"
"1276","Michigan","Delta","35784","35843"
"1277","Michigan","Dickinson","25239","25371"
"1278","Michigan","Eaton","110268","109710"
"1279","Michigan","Emmet","33415","33225"
"1280","Michigan","Genesee","405813","406688"
"1281","Michigan","Gladwin","25449","25326"
"1282","Michigan","Gogebic","13975","15116"
"1283","Michigan","Grand Traverse","93088","92530"
"1284","Michigan","Gratiot","40711","40602"
"1285","Michigan","Hillsdale","45605","45702"
"1286","Michigan","Houghton","35684","35943"
"1287","Michigan","Huron","30981","31211"
"1288","Michigan","Ingham","292406","291612"
"1289","Michigan","Ionia","64697","64276"
"1290","Michigan","Iosco","25127","25103"
"1291","Michigan","Iron","11066","11104"
"1292","Michigan","Isabella","69872","70463"
"1293","Michigan","Jackson","158510","158566"
"1294","Michigan","Kalamazoo","265066","264680"
"1295","Michigan","Kalkaska","18038","17806"
"1296","Michigan","Kent","656955","653350"
"1297","Michigan","Keweenaw","2116","2090"
"1298","Michigan","Lake","11853","11876"
"1299","Michigan","Lapeer","87607","87921"
"1300","Michigan","Leelanau","21761","21714"
"1301","Michigan","Lenawee","98451","98141"
"1302","Michigan","Livingston","191995","191190"
"1303","Michigan","Luce","6229","6327"
"1304","Michigan","Mackinac","10799","10781"
"1305","Michigan","Macomb","873972","872795"
"1306","Michigan","Manistee","24558","24455"
"1307","Michigan","Marquette","66699","66381"
"1308","Michigan","Mason","29144","29084"
"1309","Michigan","Mecosta","43453","43400"
"1310","Michigan","Menominee","22780","22927"
"1311","Michigan","Midland","83156","83223"
"1312","Michigan","Missaukee","15118","15101"
"1313","Michigan","Monroe","150500","150174"
"1314","Michigan","Montcalm","63888","63936"
"1315","Michigan","Montmorency","9328","9275"
"1316","Michigan","Muskegon","173566","173599"
"1317","Michigan","Newaygo","48980","48839"
"1318","Michigan","Oakland","1257584","1256694"
"1319","Michigan","Oceana","26467","26555"
"1320","Michigan","Ogemaw","20997","20882"
"1321","Michigan","Ontonagon","5720","5801"
"1322","Michigan","Osceola","23460","23377"
"1323","Michigan","Oscoda","8241","8224"
"1324","Michigan","Otsego","24668","24641"
"1325","Michigan","Ottawa","291830","289808"
"1326","Michigan","Presque Isle","12592","12698"
"1327","Michigan","Roscommon","24019","23812"
"1328","Michigan","Saginaw","190539","190791"
"1329","Michigan","St. Clair","159128","159031"
"1330","Michigan","St. Joseph","60964","60912"
"1331","Michigan","Sanilac","41170","41192"
"1332","Michigan","Schoolcraft","8094","8044"
"1333","Michigan","Shiawassee","68122","68133"
"1334","Michigan","Tuscola","52245","52633"
"1335","Michigan","Van Buren","75677","75481"
"1336","Michigan","Washtenaw","367601","369483"
"1337","Michigan","Wayne","1749343","1754453"
"1338","Michigan","Wexford","33631","33446"
"1339","Minnesota","Minnesota","5639632","5606249"
"1340","Minnesota","Aitkin","15886","15887"
"1341","Minnesota","Anoka","356921","353441"
"1342","Minnesota","Becker","34423","34389"
"1343","Minnesota","Beltrami","47188","46735"
"1344","Minnesota","Benton","40889","40510"
"1345","Minnesota","Big Stone","4991","4990"
"1346","Minnesota","Blue Earth","67653","67378"
"1347","Minnesota","Brown","25008","25125"
"1348","Minnesota","Carlton","35871","35822"
"1349","Minnesota","Carver","105089","103533"
"1350","Minnesota","Cass","29779","29511"
"1351","Minnesota","Chippewa","11800","11901"
"1352","Minnesota","Chisago","56579","55972"
"1353","Minnesota","Clay","64222","64017"
"1354","Minnesota","Clearwater","8818","8815"
"1355","Minnesota","Cook","5463","5425"
"1356","Minnesota","Cottonwood","11196","11259"
"1357","Minnesota","Crow Wing","65055","64794"
"1358","Minnesota","Dakota","429021","425040"
"1359","Minnesota","Dodge","20934","20767"
"1360","Minnesota","Douglas","38141","37960"
"1361","Minnesota","Faribault","13653","13736"
"1362","Minnesota","Fillmore","21067","21044"
"1363","Minnesota","Freeborn","30281","30480"
"1364","Minnesota","Goodhue","46340","46299"
"1365","Minnesota","Grant","5972","5989"
"1366","Minnesota","Hennepin","1265843","1257925"
"1367","Minnesota","Houston","18600","18572"
"1368","Minnesota","Hubbard","21491","21291"
"1369","Minnesota","Isanti","40596","39950"
"1370","Minnesota","Itasca","45130","45051"
"1371","Minnesota","Jackson","9846","9895"
"1372","Minnesota","Kanabec","16337","16246"
"1373","Minnesota","Kandiyohi","43199","42910"
"1374","Minnesota","Kittson","4298","4268"
"1375","Minnesota","Koochiching","12229","12431"
"1376","Minnesota","Lac qui Parle","6623","6664"
"1377","Minnesota","Lake","10641","10610"
"1378","Minnesota","Lake of the Woods","3740","3737"
"1379","Minnesota","Le Sueur","28887","28588"
"1380","Minnesota","Lincoln","5639","5668"
"1381","Minnesota","Lyon","25474","25583"
"1382","Minnesota","McLeod","35893","35827"
"1383","Minnesota","Mahnomen","5527","5497"
"1384","Minnesota","Marshall","9336","9383"
"1385","Minnesota","Martin","19683","19772"
"1386","Minnesota","Meeker","23222","23145"
"1387","Minnesota","Mille Lacs","26277","26100"
"1388","Minnesota","Morrison","33386","33158"
"1389","Minnesota","Mower","40062","40142"
"1390","Minnesota","Murray","8194","8254"
"1391","Minnesota","Nicollet","34274","34199"
"1392","Minnesota","Nobles","21629","21744"
"1393","Minnesota","Norman","6375","6479"
"1394","Minnesota","Olmsted","158293","156358"
"1395","Minnesota","Otter Tail","58746","58670"
"1396","Minnesota","Pennington","14119","14173"
"1397","Minnesota","Pine","29579","29468"
"1398","Minnesota","Pipestone","9126","9127"
"1399","Minnesota","Polk","31364","31411"
"1400","Minnesota","Pope","11249","11095"
"1401","Minnesota","Ramsey","550321","548872"
"1402","Minnesota","Red Lake","4055","3992"
"1403","Minnesota","Redwood","15170","15252"
"1404","Minnesota","Renville","14548","14609"
"1405","Minnesota","Rice","66972","66566"
"1406","Minnesota","Rock","9315","9401"
"1407","Minnesota","Roseau","15165","15158"
"1408","Minnesota","St. Louis","199070","199685"
"1409","Minnesota","Scott","149013","147191"
"1410","Minnesota","Sherburne","97238","95957"
"1411","Minnesota","Sibley","14865","14997"
"1412","Minnesota","Stearns","161075","159656"
"1413","Minnesota","Steele","36649","36738"
"1414","Minnesota","Stevens","9805","9752"
"1415","Minnesota","Swift","9266","9323"
"1416","Minnesota","Todd","24664","24570"
"1417","Minnesota","Traverse","3259","3291"
"1418","Minnesota","Wabasha","21627","21645"
"1419","Minnesota","Wadena","13682","13723"
"1420","Minnesota","Waseca","18612","18664"
"1421","Minnesota","Washington","262440","258899"
"1422","Minnesota","Watonwan","10897","11007"
"1423","Minnesota","Wilkin","6207","6244"
"1424","Minnesota","Winona","50484","50735"
"1425","Minnesota","Wright","138377","136313"
"1426","Minnesota","Yellow Medicine","9709","9799"
"1427","Mississippi","Mississippi","2976149","2981020"
"1428","Mississippi","Adams","30693","31044"
"1429","Mississippi","Alcorn","36953","36810"
"1430","Mississippi","Amite","12297","12327"
"1431","Mississippi","Attala","18174","18328"
"1432","Mississippi","Benton","8259","8243"
"1433","Mississippi","Bolivar","30628","31115"
"1434","Mississippi","Calhoun","14361","14432"
"1435","Mississippi","Carroll","9947","9920"
"1436","Mississippi","Chickasaw","17103","17100"
"1437","Mississippi","Choctaw","8210","8265"
"1438","Mississippi","Claiborne","8988","9072"
"1439","Mississippi","Clarke","15541","15585"
"1440","Mississippi","Clay","19316","19404"
"1441","Mississippi","Coahoma","22124","22605"
"1442","Mississippi","Copiah","28065","28400"
"1443","Mississippi","Covington","18636","18825"
"1444","Mississippi","DeSoto","184945","181932"
"1445","Mississippi","Forrest","74897","74912"
"1446","Mississippi","Franklin","7713","7758"
"1447","Mississippi","George","24500","24110"
"1448","Mississippi","Greene","13586","13996"
"1449","Mississippi","Grenada","20758","20984"
"1450","Mississippi","Hancock","47632","47278"
"1451","Mississippi","Harrison","208080","206284"
"1452","Mississippi","Hinds","231840","235824"
"1453","Mississippi","Holmes","17010","17444"
"1454","Mississippi","Humphreys","8064","8256"
"1455","Mississippi","Issaquena","1327","1307"
"1456","Mississippi","Itawamba","23390","23461"
"1457","Mississippi","Jackson","143617","143127"
"1458","Mississippi","Jasper","16383","16425"
"1459","Mississippi","Jefferson","6990","7093"
"1460","Mississippi","Jefferson Davis","11128","11215"
"1461","Mississippi","Jones","68098","68196"
"1462","Mississippi","Kemper","9742","9733"
"1463","Mississippi","Lafayette","54019","53542"
"1464","Mississippi","Lamar","63343","62637"
"1465","Mississippi","Lauderdale","74125","75238"
"1466","Mississippi","Lawrence","12586","12448"
"1467","Mississippi","Leake","22786","22791"
"1468","Mississippi","Lee","85436","85276"
"1469","Mississippi","Leflore","28183","28616"
"1470","Mississippi","Lincoln","34153","34210"
"1471","Mississippi","Lowndes","58595","58760"
"1472","Mississippi","Madison","106272","105648"
"1473","Mississippi","Marion","24573","24752"
"1474","Mississippi","Marshall","35294","35436"
"1475","Mississippi","Monroe","35252","35543"
"1476","Mississippi","Montgomery","9775","9994"
"1477","Mississippi","Neshoba","29118","29151"
"1478","Mississippi","Newton","21018","21355"
"1479","Mississippi","Noxubee","10417","10550"
"1480","Mississippi","Oktibbeha","49587","49249"
"1481","Mississippi","Panola","34192","34156"
"1482","Mississippi","Pearl River","55535","55323"
"1483","Mississippi","Perry","11973","11918"
"1484","Mississippi","Pike","39288","39380"
"1485","Mississippi","Pontotoc","32174","31881"
"1486","Mississippi","Prentiss","25126","25088"
"1487","Mississippi","Quitman","6792","7055"
"1488","Mississippi","Rankin","155271","154250"
"1489","Mississippi","Scott","28124","28319"
"1490","Mississippi","Sharkey","4321","4375"
"1491","Mississippi","Simpson","26658","26717"
"1492","Mississippi","Smith","15916","16029"
"1493","Mississippi","Stone","18336","17997"
"1494","Mississippi","Sunflower","25110","26211"
"1495","Mississippi","Tallahatchie","13809","13961"
"1496","Mississippi","Tate","28321","28347"
"1497","Mississippi","Tippah","22015","22039"
"1498","Mississippi","Tishomingo","19383","19383"
"1499","Mississippi","Tunica","9632","9922"
"1500","Mississippi","Union","28815","28615"
"1501","Mississippi","Walthall","14286","14436"
"1502","Mississippi","Warren","45381","46093"
"1503","Mississippi","Washington","43909","45036"
"1504","Mississippi","Wayne","20183","20296"
"1505","Mississippi","Webster","9689","9788"
"1506","Mississippi","Wilkinson","8630","8781"
"1507","Mississippi","Winston","17955","18164"
"1508","Mississippi","Yalobusha","12108","12361"
"1509","Mississippi","Yazoo","29690","29093"
"1510","Missouri","Missouri","6137428","6121623"
"1511","Missouri","Adair","25343","25476"
"1512","Missouri","Andrew","17712","17662"
"1513","Missouri","Atchison","5143","5183"
"1514","Missouri","Audrain","25388","25423"
"1515","Missouri","Barry","35789","35712"
"1516","Missouri","Barton","11754","11790"
"1517","Missouri","Bates","16172","16304"
"1518","Missouri","Benton","19443","19297"
"1519","Missouri","Bollinger","12133","12189"
"1520","Missouri","Boone","180463","179061"
"1521","Missouri","Buchanan","87364","88163"
"1522","Missouri","Butler","42478","42587"
"1523","Missouri","Caldwell","9020","9071"
"1524","Missouri","Callaway","44743","44954"
"1525","Missouri","Camden","46305","45913"
"1526","Missouri","Cape Girardeau","78871","78638"
"1527","Missouri","Carroll","8679","8726"
"1528","Missouri","Carter","5982","6083"
"1529","Missouri","Cass","105780","104769"
"1530","Missouri","Cedar","14349","14136"
"1531","Missouri","Chariton","7426","7457"
"1532","Missouri","Christian","88595","87044"
"1533","Missouri","Clark","6797","6833"
"1534","Missouri","Clay","249948","246360"
"1535","Missouri","Clinton","20387","20435"
"1536","Missouri","Cole","76745","76720"
"1537","Missouri","Cooper","17709","17626"
"1538","Missouri","Crawford","23920","23968"
"1539","Missouri","Dade","7561","7564"
"1540","Missouri","Dallas","16878","16782"
"1541","Missouri","Daviess","8278","8334"
"1542","Missouri","DeKalb","12547","12515"
"1543","Missouri","Dent","15573","15547"
"1544","Missouri","Douglas","13185","13359"
"1545","Missouri","Dunklin","29131","29478"
"1546","Missouri","Franklin","103967","103716"
"1547","Missouri","Gasconade","14706","14680"
"1548","Missouri","Gentry","6571","6598"
"1549","Missouri","Greene","293086","291054"
"1550","Missouri","Grundy","9850","9975"
"1551","Missouri","Harrison","8352","8394"
"1552","Missouri","Henry","21824","21808"
"1553","Missouri","Hickory","9544","9458"
"1554","Missouri","Holt","4403","4412"
"1555","Missouri","Howard","10001","10059"
"1556","Missouri","Howell","40117","40126"
"1557","Missouri","Iron","10125","10187"
"1558","Missouri","Jackson","703011","700784"
"1559","Missouri","Jasper","121328","120455"
"1560","Missouri","Jefferson","225081","224410"
"1561","Missouri","Johnson","54062","53621"
"1562","Missouri","Knox","3959","3965"
"1563","Missouri","Laclede","35723","35596"
"1564","Missouri","Lafayette","32708","32542"
"1565","Missouri","Lawrence","38355","38264"
"1566","Missouri","Lewis","9776","9839"
"1567","Missouri","Lincoln","59013","57613"
"1568","Missouri","Linn","11920","12039"
"1569","Missouri","Livingston","15227","15181"
"1570","Missouri","McDonald","22837","22963"
"1571","Missouri","Macon","15117","15167"
"1572","Missouri","Madison","12088","12188"
"1573","Missouri","Maries","8697","8770"
"1574","Missouri","Marion","28530","28540"
"1575","Missouri","Mercer","3617","3626"
"1576","Missouri","Miller","25619","25315"
"1577","Missouri","Mississippi","13180","13394"
"1578","Missouri","Moniteau","16132","16186"
"1579","Missouri","Monroe","8644","8636"
"1580","Missouri","Montgomery","11551","11488"
"1581","Missouri","Morgan","20627","20414"
"1582","Missouri","New Madrid","17076","17272"
"1583","Missouri","Newton","58236","58158"
"1584","Missouri","Nodaway","22092","22223"
"1585","Missouri","Oregon","10529","10558"
"1586","Missouri","Osage","13615","13652"
"1587","Missouri","Ozark","9174","9070"
"1588","Missouri","Pemiscot","15805","16256"
"1589","Missouri","Perry","19136","19274"
"1590","Missouri","Pettis","42339","42441"
"1591","Missouri","Phelps","44573","44551"
"1592","Missouri","Pike","18302","18502"
"1593","Missouri","Platte","104418","102764"
"1594","Missouri","Polk","32149","32214"
"1595","Missouri","Pulaski","52607","51997"
"1596","Missouri","Putnam","4696","4748"
"1597","Missouri","Ralls","10309","10234"
"1598","Missouri","Randolph","24748","24732"
"1599","Missouri","Ray","23018","22945"
"1600","Missouri","Reynolds","6270","6282"
"1601","Missouri","Ripley","13288","13420"
"1602","Missouri","St. Charles","402022","398780"
"1603","Missouri","St. Clair","9397","9389"
"1604","Missouri","Ste. Genevieve","17894","17877"
"1605","Missouri","St. Francois","67215","66737"
"1606","Missouri","St. Louis","994205","995219"
"1607","Missouri","Saline","22761","22890"
"1608","Missouri","Schuyler","4660","4594"
"1609","Missouri","Scotland","4902","4938"
"1610","Missouri","Scott","38280","38541"
"1611","Missouri","Shannon","8166","8189"
"1612","Missouri","Shelby","5930","5997"
"1613","Missouri","Stoddard","29025","29264"
"1614","Missouri","Stone","31952","31701"
"1615","Missouri","Sullivan","6089","6233"
"1616","Missouri","Taney","55928","55719"
"1617","Missouri","Texas","25398","25506"
"1618","Missouri","Vernon","20563","20492"
"1619","Missouri","Warren","35649","34766"
"1620","Missouri","Washington","24730","24933"
"1621","Missouri","Wayne","12873","13132"
"1622","Missouri","Webster","39592","39179"
"1623","Missouri","Worth","2013","2026"
"1624","Missouri","Wright","18289","18187"
"1625","Missouri","St. Louis city","300576","303419"
"1626","Montana","Montana","1068778","1060665"
"1627","Montana","Beaverhead","9453","9412"
"1628","Montana","Big Horn","13319","13365"
"1629","Montana","Blaine","6681","6774"
"1630","Montana","Broadwater","6237","6072"
"1631","Montana","Carbon","10725","10691"
"1632","Montana","Carter","1252","1230"
"1633","Montana","Cascade","81366","81688"
"1634","Montana","Chouteau","5635","5740"
"1635","Montana","Custer","11402","11592"
"1636","Montana","Daniels","1690","1729"
"1637","Montana","Dawson","8613","8680"
"1638","Montana","Deer Lodge","9140","9129"
"1639","Montana","Fallon","2846","2912"
"1640","Montana","Fergus","11050","11117"
"1641","Montana","Flathead","103806","102017"
"1642","Montana","Gallatin","114434","111682"
"1643","Montana","Garfield","1258","1257"
"1644","Montana","Glacier","13753","13828"
"1645","Montana","Golden Valley","821","822"
"1646","Montana","Granite","3379","3371"
"1647","Montana","Hill","16484","16342"
"1648","Montana","Jefferson","12221","12094"
"1649","Montana","Judith Basin","2007","1946"
"1650","Montana","Lake","30458","30220"
"1651","Montana","Lewis and Clark","69432","68622"
"1652","Montana","Liberty","2337","2416"
"1653","Montana","Lincoln","19980","19797"
"1654","Montana","McCone","1664","1669"
"1655","Montana","Madison","8600","8530"
"1656","Montana","Meagher","1862","1857"
"1657","Montana","Mineral","4397","4307"
"1658","Montana","Missoula","119600","118640"
"1659","Montana","Musselshell","4633","4632"
"1660","Montana","Park","16606","16648"
"1661","Montana","Petroleum","487","512"
"1662","Montana","Phillips","3954","4060"
"1663","Montana","Pondera","5911","5960"
"1664","Montana","Powder River","1682","1720"
"1665","Montana","Powell","6890","6953"
"1666","Montana","Prairie","1077","1070"
"1667","Montana","Ravalli","43806","43166"
"1668","Montana","Richland","10803","10855"
"1669","Montana","Roosevelt","11004","11069"
"1670","Montana","Rosebud","8937","9040"
"1671","Montana","Sanders","12113","11847"
"1672","Montana","Sheridan","3309","3386"
"1673","Montana","Silver Bow","34915","34739"
"1674","Montana","Stillwater","9642","9483"
"1675","Montana","Sweet Grass","3737","3703"
"1676","Montana","Teton","6147","6117"
"1677","Montana","Toole","4736","4835"
"1678","Montana","Treasure","696","673"
"1679","Montana","Valley","7396","7406"
"1680","Montana","Wheatland","2126","2184"
"1681","Montana","Wibaux","969","1030"
"1682","Montana","Yellowstone","161300","160029"
"1683","Nebraska","Nebraska","1934408","1925614"
"1684","Nebraska","Adams","31363","31514"
"1685","Nebraska","Antelope","6298","6308"
"1686","Nebraska","Arthur","463","462"
"1687","Nebraska","Banner","745","725"
"1688","Nebraska","Blaine","465","480"
"1689","Nebraska","Boone","5192","5241"
"1690","Nebraska","Box Butte","10783","10733"
"1691","Nebraska","Boyd","1919","1950"
"1692","Nebraska","Brown","2955","2967"
"1693","Nebraska","Buffalo","49659","49352"
"1694","Nebraska","Burt","6459","6486"
"1695","Nebraska","Butler","8016","8043"
"1696","Nebraska","Cass","26248","26189"
"1697","Nebraska","Cedar","8402","8453"
"1698","Nebraska","Chase","3924","3937"
"1699","Nebraska","Cherry","5689","5763"
"1700","Nebraska","Cheyenne","8910","9282"
"1701","Nebraska","Clay","6203","6202"
"1702","Nebraska","Colfax","10709","10734"
"1703","Nebraska","Cuming","8846","8935"
"1704","Nebraska","Custer","10777","10830"
"1705","Nebraska","Dakota","20026","20002"
"1706","Nebraska","Dawes","8589","8705"
"1707","Nebraska","Dawson","23595","23744"
"1708","Nebraska","Deuel","1794","1821"
"1709","Nebraska","Dixon","5636","5700"
"1710","Nebraska","Dodge","36565","36725"
"1711","Nebraska","Douglas","571327","566391"
"1712","Nebraska","Dundy","1693","1764"
"1713","Nebraska","Fillmore","5462","5535"
"1714","Nebraska","Franklin","2979","3013"
"1715","Nebraska","Frontier","2627","2600"
"1716","Nebraska","Furnas","4676","4701"
"1717","Nebraska","Gage","21513","21495"
"1718","Nebraska","Garden","1837","1890"
"1719","Nebraska","Garfield","1969","1974"
"1720","Nebraska","Gosper","1990","1996"
"1721","Nebraska","Grant","623","657"
"1722","Nebraska","Greeley","2356","2355"
"1723","Nebraska","Hall","61353","61286"
"1724","Nebraska","Hamilton","9324","9260"
"1725","Nebraska","Harlan","3380","3386"
"1726","Nebraska","Hayes","922","917"
"1727","Nebraska","Hitchcock","2762","2801"
"1728","Nebraska","Holt","10067","10148"
"1729","Nebraska","Hooker","682","676"
"1730","Nebraska","Howard","6445","6457"
"1731","Nebraska","Jefferson","7046","7098"
"1732","Nebraska","Johnson","5071","5115"
"1733","Nebraska","Kearney","6495","6539"
"1734","Nebraska","Keith","8034","8003"
"1735","Nebraska","Keya Paha","806","806"
"1736","Nebraska","Kimball","3632","3578"
"1737","Nebraska","Knox","8332","8405"
"1738","Nebraska","Lancaster","319090","316527"
"1739","Nebraska","Lincoln","34914","35148"
"1740","Nebraska","Logan","748","755"
"1741","Nebraska","Loup","664","617"
"1742","Nebraska","McPherson","494","490"
"1743","Nebraska","Madison","35099","35189"
"1744","Nebraska","Merrick","7755","7733"
"1745","Nebraska","Morrill","4642","4674"
"1746","Nebraska","Nance","3519","3506"
"1747","Nebraska","Nemaha","6972","6957"
"1748","Nebraska","Nuckolls","4148","4207"
"1749","Nebraska","Otoe","16012","15983"
"1750","Nebraska","Pawnee","2613","2623"
"1751","Nebraska","Perkins","2891","2902"
"1752","Nebraska","Phelps","9034","9006"
"1753","Nebraska","Pierce","7148","7145"
"1754","Nebraska","Platte","33470","33287"
"1755","Nebraska","Polk","5213","5240"
"1756","Nebraska","Red Willow","10724","10705"
"1757","Nebraska","Richardson","7865","7938"
"1758","Nebraska","Rock","1357","1351"
"1759","Nebraska","Saline","14224","14336"
"1760","Nebraska","Sarpy","187196","184062"
"1761","Nebraska","Saunders","21578","21274"
"1762","Nebraska","Scotts Bluff","35618","35925"
"1763","Nebraska","Seward","17284","17273"
"1764","Nebraska","Sheridan","5246","5189"
"1765","Nebraska","Sherman","3001","3044"
"1766","Nebraska","Sioux","1166","1186"
"1767","Nebraska","Stanton","5920","5970"
"1768","Nebraska","Thayer","5003","5039"
"1769","Nebraska","Thomas","722","714"
"1770","Nebraska","Thurston","7224","7274"
"1771","Nebraska","Valley","4158","4197"
"1772","Nebraska","Washington","20729","20617"
"1773","Nebraska","Wayne","9385","9318"
"1774","Nebraska","Webster","3487","3534"
"1775","Nebraska","Wheeler","783","802"
"1776","Nebraska","York","13679","13748"
"1777","Nevada","Nevada","3080156","3027341"
"1778","Nevada","Churchill","24909","24506"
"1779","Nevada","Clark","2266715","2226115"
"1780","Nevada","Douglas","48905","48489"
"1781","Nevada","Elko","52778","52539"
"1782","Nevada","Esmeralda","873","827"
"1783","Nevada","Eureka","2029","1998"
"1784","Nevada","Humboldt","16831","16778"
"1785","Nevada","Lander","5532","5547"
"1786","Nevada","Lincoln","5183","5237"
"1787","Nevada","Lyon","57510","55813"
"1788","Nevada","Mineral","4505","4544"
"1789","Nevada","Nye","46523","45186"
"1790","Nevada","Pershing","6725","6685"
"1791","Nevada","Storey","4123","3981"
"1792","Nevada","Washoe","471519","464354"
"1793","Nevada","White Pine","9580","9540"
"1794","Nevada","Carson City","55916","55202"
"1795","New Hampshire","New Hampshire","1359711","1353465"
"1796","New Hampshire","Belknap","61303","61145"
"1797","New Hampshire","Carroll","48910","48754"
"1798","New Hampshire","Cheshire","76085","75901"
"1799","New Hampshire","Coos","31563","31486"
"1800","New Hampshire","Grafton","89886","89701"
"1801","New Hampshire","Hillsborough","417025","414630"
"1802","New Hampshire","Merrimack","151391","150650"
"1803","New Hampshire","Rockingham","309769","308287"
"1804","New Hampshire","Strafford","130633","129797"
"1805","New Hampshire","Sullivan","43146","43114"
"1806","New Jersey","New Jersey","8882190","8886025"
"1807","New Jersey","Atlantic","263670","263989"
"1808","New Jersey","Bergen","932202","932816"
"1809","New Jersey","Burlington","445349","444745"
"1810","New Jersey","Camden","506471","506353"
"1811","New Jersey","Cape May","92039","92446"
"1812","New Jersey","Cumberland","149527","150635"
"1813","New Jersey","Essex","798975","798570"
"1814","New Jersey","Gloucester","291636","291525"
"1815","New Jersey","Hudson","672391","671931"
"1816","New Jersey","Hunterdon","124371","124807"
"1817","New Jersey","Mercer","367430","368188"
"1818","New Jersey","Middlesex","825062","826172"
"1819","New Jersey","Monmouth","618795","620459"
"1820","New Jersey","Morris","491845","493070"
"1821","New Jersey","Ocean","607186","601478"
"1822","New Jersey","Passaic","501826","503183"
"1823","New Jersey","Salem","62385","62746"
"1824","New Jersey","Somerset","328934","330181"
"1825","New Jersey","Sussex","140488","140801"
"1826","New Jersey","Union","556341","556402"
"1827","New Jersey","Warren","105267","105528"
"1828","New Mexico","New Mexico","2096829","2092741"
"1829","New Mexico","Bernalillo","679121","678034"
"1830","New Mexico","Catron","3527","3554"
"1831","New Mexico","Chaves","64615","64554"
"1832","New Mexico","Cibola","26675","26766"
"1833","New Mexico","Colfax","11941","12071"
"1834","New Mexico","Curry","48954","49338"
"1835","New Mexico","De Baca","1748","1779"
"1836","New Mexico","Doña Ana","218195","217278"
"1837","New Mexico","Eddy","58460","57729"
"1838","New Mexico","Grant","26998","27303"
"1839","New Mexico","Guadalupe","4300","4334"
"1840","New Mexico","Harding","625","650"
"1841","New Mexico","Hidalgo","4198","4231"
"1842","New Mexico","Lea","71070","69543"
"1843","New Mexico","Lincoln","19572","19518"
"1844","New Mexico","Los Alamos","19369","18988"
"1845","New Mexico","Luna","23709","23877"
"1846","New Mexico","McKinley","71367","71911"
"1847","New Mexico","Mora","4521","4487"
"1848","New Mexico","Otero","67490","66659"
"1849","New Mexico","Quay","8253","8242"
"1850","New Mexico","Rio Arriba","38921","39023"
"1851","New Mexico","Roosevelt","18500","18759"
"1852","New Mexico","Sandoval","146748","145096"
"1853","New Mexico","San Juan","123958","125499"
"1854","New Mexico","San Miguel","27277","27480"
"1855","New Mexico","Santa Fe","150358","149761"
"1856","New Mexico","Sierra","10791","10949"
"1857","New Mexico","Socorro","16637","16704"
"1858","New Mexico","Taos","32723","32699"
"1859","New Mexico","Torrance","15461","15512"
"1860","New Mexico","Union","4059","4108"
"1861","New Mexico","Valencia","76688","76305"
"1862","New York","New York","19453561","19530351"
"1863","New York","Albany","305506","306585"
"1864","New York","Allegany","46091","46332"
"1865","New York","Bronx","1418207","1432087"
"1866","New York","Broome","190488","191925"
"1867","New York","Cattaraugus","76117","76726"
"1868","New York","Cayuga","76576","77121"
"1869","New York","Chautauqua","126903","127472"
"1870","New York","Chemung","83456","83935"
"1871","New York","Chenango","47207","47445"
"1872","New York","Clinton","80485","80679"
"1873","New York","Columbia","59461","59785"
"1874","New York","Cortland","47581","47722"
"1875","New York","Delaware","44135","44526"
"1876","New York","Dutchess","294218","293939"
"1877","New York","Erie","918702","919717"
"1878","New York","Essex","36885","37288"
"1879","New York","Franklin","50022","50279"
"1880","New York","Fulton","53383","53633"
"1881","New York","Genesee","57280","57487"
"1882","New York","Greene","47188","47381"
"1883","New York","Hamilton","4416","4432"
"1884","New York","Herkimer","61319","61713"
"1885","New York","Jefferson","109834","111866"
"1886","New York","Kings","2559903","2578074"
"1887","New York","Lewis","26296","26486"
"1888","New York","Livingston","62914","63213"
"1889","New York","Madison","70941","71117"
"1890","New York","Monroe","741770","742864"
"1891","New York","Montgomery","49221","49394"
"1892","New York","Nassau","1356924","1357534"
"1893","New York","New York","1628706","1629055"
"1894","New York","Niagara","209281","210060"
"1895","New York","Oneida","228671","229474"
"1896","New York","Onondaga","460528","461649"
"1897","New York","Ontario","109777","109738"
"1898","New York","Orange","384940","382126"
"1899","New York","Orleans","40352","40655"
"1900","New York","Oswego","117124","117515"
"1901","New York","Otsego","59493","59810"
"1902","New York","Putnam","98320","98814"
"1903","New York","Queens","2253858","2274605"
"1904","New York","Rensselaer","158714","159283"
"1905","New York","Richmond","476143","476260"
"1906","New York","Rockland","325789","325522"
"1907","New York","St. Lawrence","107740","108327"
"1908","New York","Saratoga","229863","230170"
"1909","New York","Schenectady","155299","155079"
"1910","New York","Schoharie","30999","31146"
"1911","New York","Schuyler","17807","17884"
"1912","New York","Seneca","34016","34179"
"1913","New York","Steuben","95379","95860"
"1914","New York","Suffolk","1476601","1480830"
"1915","New York","Sullivan","75432","75399"
"1916","New York","Tioga","48203","48441"
"1917","New York","Tompkins","102180","102419"
"1918","New York","Ulster","177573","178418"
"1919","New York","Warren","63944","64215"
"1920","New York","Washington","61204","61274"
"1921","New York","Wayne","89918","90200"
"1922","New York","Westchester","967506","968213"
"1923","New York","Wyoming","39859","40023"
"1924","New York","Yates","24913","24951"
